Car	City_University	run_1_sec	run_1_PT_sec	run_1_DNF	run_1_Cones	run_1_OffCourse	run_1_Disq	run_1_Corr_Time_sec	run_2_sec	run_2_PT_sec	run_2_DNF	run_2_Cones	run_2_OffCourse	run_2_Disq	run_2_Corr_Time_sec	run_3_sec	run_3_PT_sec	run_3_DNF	run_3_Cones	run_3_OffCourse	run_3_Disq	run_3_Corr_Time_sec	run_4_sec	run_4_PT_sec	run_4_DNF	run_4_Cones	run_4_OffCourse	run_4_Disq	run_4_Corr_Time_sec	Best_Time_sec	Penalty	Scores	Placing
44	Deggendorf IT	99,163	0,000	0	4	1	0	117,163	93,163	0,000	0	1	0	0	95,163	101,048	0,000	0	0	0	0	101,048	97,257	0,000	0	3	0	0	103,257	95,163	0	4,50	31
50	Lisboa IST	91,190	0,000	0	1	0	0	93,190	92,833	0,000	0	1	1	0	104,833	95,226	0,000	0	0	0	1	0,000	92,479	0,000	0	3	0	1	0,000	93,190	0	4,50	31
68	Hsinchu NTHU	90,291	0,000	0	7	0	0	104,291	86,600	0,000	0	5	0	0	96,600	94,898	0,000	0	2	0	0	98,898	92,911	0,000	0	0	0	0	92,911	92,911	0	4,50	31
76	Freiberg TU	98,987	0,000	0	0	0	0	98,987	93,220	0,000	0	3	0	0	99,220	99,346	0,000	0	4	0	0	107,346	94,818	0,000	0	0	0	0	94,818	94,818	0	4,50	31
78	Hamburg TU	111,994	0,000	0	0	0	0	111,994	150,054	0,000	0	0	0	0	150,054	97,720	0,000	0	0	0	1	0,000	117,087	0,000	0	2	1	0	131,087	111,994	0	4,50	31
90	Milano PT	121,555	0,000	0	8	1	0	147,555	93,501	0,000	0	5	0	0	103,501	89,466	0,000	0	1	0	0	91,466	0,000	0,000	0	0	0	0	0,000	91,466	0	4,50	31
101	Mannheim DHBW	104,201	0,000	0	0	0	0	104,201	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	104,201	0	4,50	31
103	Wrocław TU	135,364	0,000	0	0	0	0	135,364	96,034	0,000	0	0	0	0	96,034	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	96,034	0	4,50	31
110	Augsburg UAS	94,737	0,000	0	1	0	0	96,737	90,674	0,000	0	1	0	0	92,674	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	92,674	0	4,50	31
117	New Delhi IIT	204,900	0,000	0	1	0	0	206,900	108,996	0,000	0	4	0	0	116,996	0,000	0,000	0	0	1	0	0,000	119,118	0,000	0	19	0	1	0,000	116,996	0	4,50	31
122	Diepholz UAS	141,987	0,000	0	0	0	0	141,987	98,868	0,000	0	4	0	0	106,868	104,789	0,000	0	4	0	0	112,789	97,960	0,000	0	2	0	0	101,960	101,960	0	4,50	31
127	Lausanne EPFL	98,384	0,000	0	0	0	1	0,000	240,708	0,000	0	0	0	1	0,000	122,205	0,000	0	17	0	0	156,205	0,000	0,000	0	0	0	0	0,000	156,205	0	4,50	31
169	Ljubljana U		0,000	1	0	0	0	0,000	125,214	0,000	0	2	0	0	129,214	95,181	0,000	0	3	0	0	101,181	89,783	0,000	0	3	0	0	95,783	95,783	0	4,50	31
172	Dortmund TU	90,655	0,000	0	1	0	0	92,655	87,515	0,000	0	2	0	0	91,515	99,815	2,000	0	1	0	0	103,815		0,000	1	0	0	0	0,000	91,515	0	4,50	31
196	Hamburg UAS	92,415	0,000	0	3	0	0	98,415	91,014	0,000	0	1	0	0	93,014	110,439	0,000	0	1	0	0	112,439	95,871	0,000	0	2	0	0	99,871	93,014	0	4,50	31
22	Stralsund UAS	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
23	Hannover U	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
28	Kassel U	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
48	Bochum U	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
49	Erlangen U	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
51	Sevilla U		0,000	1	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
53	Lemgo TH OWL	121,101	0,000	0	0	0	1	0,000	111,003	0,000	0	0	0	1	0,000	118,102	0,000	0	0	0	1	0,000	105,866	0,000	0	1	0	1	0,000	0,000	0	0,00	52
62	Regensburg OTH		0,000	1	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
65	Pisa U	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
71	Stockholm KTH	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
72	Bremen U	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
79	Barcelona EEBE UPC	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
98	Helsinki UAS	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
131	Berlin TU		0,000	1	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
140	Duisburg U	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
149	Landshut UAS	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
164	Kaiserslautern RPTU	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
167	Osnabrück UAS	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
170	Mittweida UAS	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
800	Enschede U Twente	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0,000	0	0	0	0	0,000	0,000	0	0,00	52
