Car	City_University	run_1_1_sec	run_1_2_sec	run_1_PT_sec	run_1_Cones	run_1_DNF	run_1_Disq	run_1_Time_sec	run_2_1_sec	run_2_2_sec	run_2_PT_sec	run_2_Cones	run_2_DNF	run_2_Disq	run_2_Time_sec	Best_Time_sec	Penalty	Scores	Placing
62	Regensburg OTH	0,000	0,000	0,000	0	0	0	0,000	0,000	0,000	0,000	0	0	0	0,000	0,000	0	0,00	36
65	Wiesbaden UAS	0,000	0,000	0,000	0	0	0	0,000	0,000	0,000	0,000	0	0	0	0,000	0,000	0	0,00	36
76	Freiberg TU	0,000	0,000	0,000	0	0	0	0,000	0,000	0,000	0,000	0	0	0	0,000	0,000	0	0,00	36
77	Diepholz UAS	0,000	0,000	0,000	0	0	0	0,000	0,000	0,000	0,000	0	0	0	0,000	0,000	0	0,00	36
91	Braunschweig TU	0,000	0,000	0,000	0	0	0	0,000	0,000	0,000	0,000	0	0	0	0,000	0,000	0	0,00	36
94	Esslingen UAS	0,000	0,000	0,000	0	0	0	0,000	0,000	0,000	0,000	0	0	0	0,000	0,000	0	0,00	36
98	Helsinki UAS	0,000	0,000	0,000	0	0	0	0,000	0,000	0,000	0,000	0	0	0	0,000	0,000	0	0,00	36
111	Trento U	0,000	0,000	0,000	0	0	0	0,000	0,000	0,000	0,000	0	0	0	0,000	0,000	0	0,00	36
135	Belgrade U	0,000	0,000	0,000	0	0	0	0,000	0,000	0,000	0,000	0	0	0	0,000	0,000	0	0,00	36
159	Ljubljana U	0,000	0,000	0,000	0	0	0	0,000	0,000	0,000	0,000	0	0	0	0,000	0,000	0	0,00	36
161	Göttingen HAWK	0,000	0,000	0,000	0	0	0	0,000	0,000	0,000	0,000	0	0	0	0,000	0,000	0	0,00	36
167	Osnabrück UAS	0,000	0,000	0,000	0	0	0	0,000	0,000	0,000	0,000	0	0	0	0,000	0,000	0	0,00	36
172	Dortmund TU	0,000	0,000	0,000	0	0	0	0,000	0,000	0,000	0,000	0	0	0	0,000	0,000	0	0,00	36
800	Enschede U Twente	0,000	0,000	0,000	0	0	0	0,000	0,000	0,000	0,000	0	0	0	0,000	0,000	0	0,00	36
